1,1,1.40349e-07,0.000390761
1.15044,1.09091,1.61463e-07,0.000426287
1.48063,1.27273,2.07805e-07,0.000497333
0.928453,0.954549,1.30307e-07,0.000373001
0.66069,0.774118,9.27269e-08,0.000302495
0.66319,0.775715,9.30777e-08,0.000303119
0.677293,0.784279,9.50571e-08,0.000306466
0.658042,0.772436,9.23552e-08,0.000301838
0.657199,0.771889,9.22369e-08,0.000301625
0.656675,0.771549,9.21634e-08,0.000301492
0.65917,0.773162,9.25136e-08,0.000302122
0.656673,0.77155,9.21631e-08,0.000301492
0.657021,0.771787,9.22119e-08,0.000301584
0.656675,0.771549,9.21634e-08,0.000301492
0.708115,0.806261,9.93829e-08,0.000315056
0.442804,0.6298,6.2147e-08,0.000246102
0.409578,0.62915,5.74837e-08,0.000245848
0.531967,0.642445,7.46609e-08,0.000251043
0.442769,0.651188,6.2142e-08,0.000254459
0.480382,0.672933,6.74209e-08,0.000262956
0.388127,0.609496,5.44731e-08,0.000238167
0.377597,0.60288,5.29952e-08,0.000235582
0.382516,0.608175,5.36855e-08,0.000237651
0.314669,0.529822,4.41634e-08,0.000207034
0.315452,0.507384,4.42732e-08,0.000198266
0.661095,0.818516,9.27837e-08,0.000319845
0.586284,0.770161,8.22841e-08,0.000300949
0.455539,0.677425,6.39343e-08,0.000264712
0.328449,0.510806,4.60974e-08,0.000199603
0.343831,0.538343,4.82562e-08,0.000210364
0.400458,0.588511,5.62037e-08,0.000229967
0.331802,0.514204,4.65679e-08,0.000200931
0.339378,0.528154,4.76312e-08,0.000206382
