Transcript stable ID version	Gene stable ID	Gene stable ID version
ENSMUST00000160896.7	ENSMUSG00000015127	ENSMUSG00000015127.14
ENSMUST00000162498.7	ENSMUSG00000015127	ENSMUSG00000015127.14
ENSMUST00000015271.11	ENSMUSG00000015127	ENSMUSG00000015127.14
ENSMUST00000100527.12	ENSMUSG00000002524	ENSMUSG00000002524.17
ENSMUST00000002599.10	ENSMUSG00000002524	ENSMUSG00000002524.17
ENSMUST00000111817.7	ENSMUSG00000062014	ENSMUSG00000062014.13
ENSMUST00000226937.1	ENSMUSG00000062014	ENSMUSG00000062014.13
ENSMUST00000226333.1	ENSMUSG00000062014	ENSMUSG00000062014.13
ENSMUST00000079314.11	ENSMUSG00000062014	ENSMUSG00000062014.13
ENSMUST00000054742.6	ENSMUSG00000042895	ENSMUSG00000042895.6
ENSMUST00000085618.4	ENSMUSG00000066583	ENSMUSG00000066583.4
ENSMUST00000173387.1	ENSMUSG00000066583	ENSMUSG00000066583.4
ENSMUST00000226827.1	ENSMUSG00000022338	ENSMUSG00000022338.8
ENSMUST00000060652.4	ENSMUSG00000022338	ENSMUSG00000022338.8
ENSMUST00000058280.12	ENSMUSG00000036892	ENSMUSG00000036892.12
ENSMUST00000133318.7	ENSMUSG00000036892	ENSMUSG00000036892.12
ENSMUST00000142575.7	ENSMUSG00000036892	ENSMUSG00000036892.12
ENSMUST00000131040.1	ENSMUSG00000036892	ENSMUSG00000036892.12
ENSMUST00000122876.1	ENSMUSG00000036892	ENSMUSG00000036892.12
ENSMUST00000150336.7	ENSMUSG00000005267	ENSMUSG00000005267.13
ENSMUST00000005399.9	ENSMUSG00000005267	ENSMUSG00000005267.13
ENSMUST00000128370.1	ENSMUSG00000005267	ENSMUSG00000005267.13
ENSMUST00000185656.6	ENSMUSG00000005267	ENSMUSG00000005267.13
ENSMUST00000050101.8	ENSMUSG00000046351	ENSMUSG00000046351.11
ENSMUST00000152557.7	ENSMUSG00000046351	ENSMUSG00000046351.11
ENSMUST00000145451.7	ENSMUSG00000046351	ENSMUSG00000046351.11
ENSMUST00000125328.1	ENSMUSG00000046351	ENSMUSG00000046351.11
ENSMUST00000059216.4	ENSMUSG00000045508	ENSMUSG00000045508.4
ENSMUST00000071076.12	ENSMUSG00000056755	ENSMUSG00000056755.13
ENSMUST00000172951.1	ENSMUSG00000056755	ENSMUSG00000056755.13
ENSMUST00000173001.2	ENSMUSG00000056755	ENSMUSG00000056755.13
ENSMUST00000174310.1	ENSMUSG00000056755	ENSMUSG00000056755.13
ENSMUST00000011896.7	ENSMUSG00000011752	ENSMUSG00000011752.7
ENSMUST00000174409.1	ENSMUSG00000092518	ENSMUSG00000092518.9
ENSMUST00000025468.14	ENSMUSG00000024575	ENSMUSG00000024575.16
ENSMUST00000135688.1	ENSMUSG00000024575	ENSMUSG00000024575.16
ENSMUST00000023213.7	ENSMUSG00000022554	ENSMUSG00000022554.7
ENSMUST00000186017.6	ENSMUSG00000026393	ENSMUSG00000026393.10
ENSMUST00000187407.6	ENSMUSG00000026393	ENSMUSG00000026393.10
ENSMUST00000027642.4	ENSMUSG00000026393	ENSMUSG00000026393.10
ENSMUST00000025243.4	ENSMUSG00000024384	ENSMUSG00000024384.4
ENSMUST00000212675.1	ENSMUSG00000024384	ENSMUSG00000024384.4
ENSMUST00000212458.1	ENSMUSG00000024384	ENSMUSG00000024384.4
ENSMUST00000108083.1	ENSMUSG00000078752	ENSMUSG00000078752.3
ENSMUST00000167662.7	ENSMUSG00000001576	ENSMUSG00000001576.15
ENSMUST00000001619.15	ENSMUSG00000001576	ENSMUSG00000001576.15
ENSMUST00000235915.1	ENSMUSG00000001576	ENSMUSG00000001576.15
ENSMUST00000167070.2	ENSMUSG00000001576	ENSMUSG00000001576.15
ENSMUST00000163213.7	ENSMUSG00000001576	ENSMUSG00000001576.15
ENSMUST00000131558.1	ENSMUSG00000075297	ENSMUSG00000075297.10
ENSMUST00000105522.8	ENSMUSG00000075297	ENSMUSG00000075297.10
ENSMUST00000071492.8	ENSMUSG00000057497	ENSMUSG00000057497.8
ENSMUST00000046893.9	ENSMUSG00000038390	ENSMUSG00000038390.11
ENSMUST00000204667.1	ENSMUSG00000038390	ENSMUSG00000038390.11
ENSMUST00000182677.7	ENSMUSG00000078452	ENSMUSG00000078452.10
ENSMUST00000095795.4	ENSMUSG00000078452	ENSMUSG00000078452.10
ENSMUST00000126510.7	ENSMUSG00000025505	ENSMUSG00000025505.16
ENSMUST00000145184.7	ENSMUSG00000025505	ENSMUSG00000025505.16
ENSMUST00000133012.7	ENSMUSG00000025505	ENSMUSG00000025505.16
ENSMUST00000026578.13	ENSMUSG00000025505	ENSMUSG00000025505.16
ENSMUST00000128906.1	ENSMUSG00000025505	ENSMUSG00000025505.16
ENSMUST00000132061.1	ENSMUSG00000025505	ENSMUSG00000025505.16
ENSMUST00000084382.5	ENSMUSG00000066090	ENSMUSG00000066090.5
ENSMUST00000106869.2	ENSMUSG00000066090	ENSMUSG00000066090.5
ENSMUST00000033965.13	ENSMUSG00000031561	ENSMUSG00000031561.16
ENSMUST00000190840.7	ENSMUSG00000031561	ENSMUSG00000031561.16
ENSMUST00000110346.8	ENSMUSG00000031561	ENSMUSG00000031561.16
ENSMUST00000211976.1	ENSMUSG00000031561	ENSMUSG00000031561.16
ENSMUST00000110345.7	ENSMUSG00000031561	ENSMUSG00000031561.16
ENSMUST00000110343.2	ENSMUSG00000031561	ENSMUSG00000031561.16
ENSMUST00000211812.1	ENSMUSG00000031561	ENSMUSG00000031561.16
ENSMUST00000106061.8	ENSMUSG00000040928	ENSMUSG00000040928.15
ENSMUST00000072431.12	ENSMUSG00000040928	ENSMUSG00000040928.15
ENSMUST00000106059.7	ENSMUSG00000040928	ENSMUSG00000040928.15
ENSMUST00000117965.7	ENSMUSG00000040928	ENSMUSG00000040928.15
ENSMUST00000117497.7	ENSMUSG00000040928	ENSMUSG00000040928.15
ENSMUST00000117350.1	ENSMUSG00000040928	ENSMUSG00000040928.15
ENSMUST00000049081.11	ENSMUSG00000040928	ENSMUSG00000040928.15
ENSMUST00000002809.13	ENSMUSG00000002732	ENSMUSG00000002732.14
ENSMUST00000154538.7	ENSMUSG00000067001	ENSMUSG00000067001.11
ENSMUST00000086690.5	ENSMUSG00000067001	ENSMUSG00000067001.11
ENSMUST00000128567.7	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000115470.2	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000154448.1	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000115474.7	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000115472.7	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000031545.13	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000137628.7	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000140557.7	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000131414.7	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000115469.7	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000115477.7	ENSMUSG00000029563	ENSMUSG00000029563.16
ENSMUST00000026032.6	ENSMUSG00000025050	ENSMUSG00000025050.8
ENSMUST00000113952.9	ENSMUSG00000026917	ENSMUSG00000026917.15
ENSMUST00000140396.1	ENSMUSG00000026917	ENSMUSG00000026917.15
ENSMUST00000233027.1	ENSMUSG00000024812	ENSMUSG00000024812.11
ENSMUST00000233658.2	ENSMUSG00000024812	ENSMUSG00000024812.11
ENSMUST00000232956.1	ENSMUSG00000024812	ENSMUSG00000024812.11
ENSMUST00000236570.1	ENSMUSG00000024812	ENSMUSG00000024812.11
ENSMUST00000237550.1	ENSMUSG00000024812	ENSMUSG00000024812.11
ENSMUST00000099558.4	ENSMUSG00000024812	ENSMUSG00000024812.11
ENSMUST00000106492.2	ENSMUSG00000078593	ENSMUSG00000078593.2
ENSMUST00000207597.1	ENSMUSG00000047342	ENSMUSG00000047342.17
ENSMUST00000054654.12	ENSMUSG00000047342	ENSMUSG00000047342.17
ENSMUST00000108705.7	ENSMUSG00000047342	ENSMUSG00000047342.17
ENSMUST00000111377.7	ENSMUSG00000026686	ENSMUSG00000026686.14
ENSMUST00000028003.8	ENSMUSG00000026686	ENSMUSG00000026686.14
ENSMUST00000216692.1	ENSMUSG00000111410	ENSMUSG00000111410.1
ENSMUST00000035931.12	ENSMUSG00000037892	ENSMUSG00000037892.13
ENSMUST00000191794.1	ENSMUSG00000037892	ENSMUSG00000037892.13
ENSMUST00000194603.1	ENSMUSG00000037892	ENSMUSG00000037892.13
ENSMUST00000147292.7	ENSMUSG00000028698	ENSMUSG00000028698.13
ENSMUST00000030464.13	ENSMUSG00000028698	ENSMUSG00000028698.13
ENSMUST00000106490.2	ENSMUSG00000028698	ENSMUSG00000028698.13
ENSMUST00000140920.1	ENSMUSG00000039929	ENSMUSG00000039929.14
ENSMUST00000017597.4	ENSMUSG00000017453	ENSMUSG00000017453.4
ENSMUST00000166335.1	ENSMUSG00000013822	ENSMUSG00000013822.7
ENSMUST00000013966.7	ENSMUSG00000013822	ENSMUSG00000013822.7
ENSMUST00000216837.1	ENSMUSG00000013822	ENSMUSG00000013822.7
ENSMUST00000214394.1	ENSMUSG00000013822	ENSMUSG00000013822.7
ENSMUST00000213233.1	ENSMUSG00000013822	ENSMUSG00000013822.7
ENSMUST00000115441.8	ENSMUSG00000040464	ENSMUSG00000040464.15
ENSMUST00000088842.10	ENSMUSG00000040464	ENSMUSG00000040464.15
ENSMUST00000119521.7	ENSMUSG00000040464	ENSMUSG00000040464.15
ENSMUST00000198799.1	ENSMUSG00000040464	ENSMUSG00000040464.15
ENSMUST00000037666.5	ENSMUSG00000070056	ENSMUSG00000070056.6
ENSMUST00000209953.1	ENSMUSG00000070056	ENSMUSG00000070056.6
ENSMUST00000020664.12	ENSMUSG00000020395	ENSMUSG00000020395.13
ENSMUST00000101306.3	ENSMUSG00000020395	ENSMUSG00000020395.13
ENSMUST00000109237.8	ENSMUSG00000020395	ENSMUSG00000020395.13
ENSMUST00000168156.2	ENSMUSG00000090527	ENSMUSG00000090527.2
ENSMUST00000013807.7	ENSMUSG00000013663	ENSMUSG00000013663.7
ENSMUST00000235771.1	ENSMUSG00000071528	ENSMUSG00000071528.4
ENSMUST00000096014.4	ENSMUSG00000071528	ENSMUSG00000071528.4
ENSMUST00000236170.1	ENSMUSG00000071528	ENSMUSG00000071528.4
ENSMUST00000031501.1	ENSMUSG00000029526	ENSMUSG00000029526.5
ENSMUST00000029566.8	ENSMUSG00000027954	ENSMUSG00000027954.9
ENSMUST00000118587.7	ENSMUSG00000027954	ENSMUSG00000027954.9
ENSMUST00000118860.1	ENSMUSG00000027954	ENSMUSG00000027954.9
ENSMUST00000181645.7	ENSMUSG00000053219	ENSMUSG00000053219.15
ENSMUST00000180648.7	ENSMUSG00000053219	ENSMUSG00000053219.15
ENSMUST00000065527.10	ENSMUSG00000053219	ENSMUSG00000053219.15
ENSMUST00000178026.1	ENSMUSG00000053219	ENSMUSG00000053219.15
ENSMUST00000048946.6	ENSMUSG00000037960	ENSMUSG00000037960.11
ENSMUST00000066652.6	ENSMUSG00000036333	ENSMUSG00000036333.11
ENSMUST00000220459.1	ENSMUSG00000036333	ENSMUSG00000036333.11
ENSMUST00000222941.1	ENSMUSG00000036333	ENSMUSG00000036333.11
ENSMUST00000222013.1	ENSMUSG00000036333	ENSMUSG00000036333.11
ENSMUST00000222481.1	ENSMUSG00000036333	ENSMUSG00000036333.11
ENSMUST00000026027.6	ENSMUSG00000025049	ENSMUSG00000025049.6
ENSMUST00000024044.6	ENSMUSG00000023274	ENSMUSG00000023274.14
ENSMUST00000030778.8	ENSMUSG00000028938	ENSMUSG00000028938.9
ENSMUST00000114965.1	ENSMUSG00000028938	ENSMUSG00000028938.9
ENSMUST00000017751.2	ENSMUSG00000017607	ENSMUSG00000017607.9
ENSMUST00000071119.7	ENSMUSG00000060794	ENSMUSG00000060794.8
ENSMUST00000042942.9	ENSMUSG00000055319	ENSMUSG00000055319.8
ENSMUST00000206986.1	ENSMUSG00000055319	ENSMUSG00000055319.8
ENSMUST00000093458.10	ENSMUSG00000036054	ENSMUSG00000036054.15
ENSMUST00000145078.7	ENSMUSG00000036054	ENSMUSG00000036054.15
ENSMUST00000155771.1	ENSMUSG00000036054	ENSMUSG00000036054.15
ENSMUST00000126239.1	ENSMUSG00000036054	ENSMUSG00000036054.15
ENSMUST00000164403.7	ENSMUSG00000036054	ENSMUSG00000036054.15
ENSMUST00000190505.2	ENSMUSG00000046300	ENSMUSG00000046300.4
ENSMUST00000062964.4	ENSMUSG00000046300	ENSMUSG00000046300.4
ENSMUST00000058578.7	ENSMUSG00000049940	ENSMUSG00000049940.7
ENSMUST00000186004.1	ENSMUSG00000101766	ENSMUSG00000101766.1
ENSMUST00000030080.6	ENSMUSG00000028385	ENSMUSG00000028385.14
ENSMUST00000087212.7	ENSMUSG00000067219	ENSMUSG00000067219.9
ENSMUST00000197837.2	ENSMUSG00000067219	ENSMUSG00000067219.9
ENSMUST00000190844.2	ENSMUSG00000062497	ENSMUSG00000062497.3
ENSMUST00000216444.1	ENSMUSG00000062497	ENSMUSG00000062497.3
ENSMUST00000073748.3	ENSMUSG00000062497	ENSMUSG00000062497.3
ENSMUST00000000326.11	ENSMUSG00000000317	ENSMUSG00000000317.11
ENSMUST00000153449.1	ENSMUSG00000000317	ENSMUSG00000000317.11
ENSMUST00000044850.3	ENSMUSG00000041797	ENSMUSG00000041797.7
ENSMUST00000044789.9	ENSMUSG00000090084	ENSMUSG00000090084.7
ENSMUST00000115544.8	ENSMUSG00000090084	ENSMUSG00000090084.7
ENSMUST00000115543.2	ENSMUSG00000090084	ENSMUSG00000090084.7
ENSMUST00000150972.7	ENSMUSG00000020176	ENSMUSG00000020176.17
ENSMUST00000143915.1	ENSMUSG00000020176	ENSMUSG00000020176.17
ENSMUST00000143386.7	ENSMUSG00000020176	ENSMUSG00000020176.17
ENSMUST00000109653.7	ENSMUSG00000020176	ENSMUSG00000020176.17
ENSMUST00000093321.11	ENSMUSG00000020176	ENSMUSG00000020176.17
ENSMUST00000109654.7	ENSMUSG00000020176	ENSMUSG00000020176.17
ENSMUST00000112123.3	ENSMUSG00000034321	ENSMUSG00000034321.14
ENSMUST00000075280.11	ENSMUSG00000034321	ENSMUSG00000034321.14
ENSMUST00000238768.1	ENSMUSG00000062132	ENSMUSG00000062132.10
ENSMUST00000188912.6	ENSMUSG00000052534	ENSMUSG00000052534.15
ENSMUST00000176540.7	ENSMUSG00000052534	ENSMUSG00000052534.15
ENSMUST00000176790.7	ENSMUSG00000052534	ENSMUSG00000052534.15
ENSMUST00000064438.10	ENSMUSG00000052534	ENSMUSG00000052534.15
ENSMUST00000072863.5	ENSMUSG00000052534	ENSMUSG00000052534.15
ENSMUST00000217316.1	ENSMUSG00000063583	ENSMUSG00000063583.6
ENSMUST00000216553.1	ENSMUSG00000063583	ENSMUSG00000063583.6
ENSMUST00000079790.4	ENSMUSG00000063583	ENSMUSG00000063583.6
ENSMUST00000004281.9	ENSMUSG00000028630	ENSMUSG00000028630.9
ENSMUST00000029748.7	ENSMUSG00000015947	ENSMUSG00000015947.10
ENSMUST00000084731.4	ENSMUSG00000066232	ENSMUSG00000066232.4
ENSMUST00000055304.13	ENSMUSG00000046854	ENSMUSG00000046854.16
ENSMUST00000021413.8	ENSMUSG00000021025	ENSMUSG00000021025.8
ENSMUST00000213247.1	ENSMUSG00000061616	ENSMUSG00000061616.5
ENSMUST00000081274.5	ENSMUSG00000061616	ENSMUSG00000061616.5
ENSMUST00000094398.12	ENSMUSG00000043262	ENSMUSG00000043262.16
ENSMUST00000145007.7	ENSMUSG00000051906	ENSMUSG00000051906.15
ENSMUST00000138439.1	ENSMUSG00000051906	ENSMUSG00000051906.15
ENSMUST00000165563.7	ENSMUSG00000020111	ENSMUSG00000020111.15
ENSMUST00000020311.12	ENSMUSG00000020111	ENSMUSG00000020111.15
ENSMUST00000092508.11	ENSMUSG00000020111	ENSMUSG00000020111.15
ENSMUST00000171409.7	ENSMUSG00000020111	ENSMUSG00000020111.15
ENSMUST00000167612.1	ENSMUSG00000020111	ENSMUSG00000020111.15
ENSMUST00000179709.7	ENSMUSG00000020111	ENSMUSG00000020111.15
ENSMUST00000028593.10	ENSMUSG00000027171	ENSMUSG00000027171.10
ENSMUST00000126824.1	ENSMUSG00000027171	ENSMUSG00000027171.10
ENSMUST00000054815.14	ENSMUSG00000021285	ENSMUSG00000021285.15
ENSMUST00000220486.1	ENSMUSG00000021285	ENSMUSG00000021285.15
ENSMUST00000098858.10	ENSMUSG00000031576	ENSMUSG00000031576.16
ENSMUST00000120653.7	ENSMUSG00000031576	ENSMUSG00000031576.16
ENSMUST00000126226.1	ENSMUSG00000031576	ENSMUSG00000031576.16
ENSMUST00000144398.1	ENSMUSG00000110170	ENSMUSG00000110170.1
ENSMUST00000115358.8	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000018122.13	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000142913.8	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000115361.8	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000125350.7	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000069074.13	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000115356.2	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000166458.8	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000163871.8	ENSMUSG00000017978	ENSMUSG00000017978.18
ENSMUST00000079545.5	ENSMUSG00000057286	ENSMUSG00000057286.6
ENSMUST00000025025.6	ENSMUSG00000024190	ENSMUSG00000024190.7
ENSMUST00000236661.1	ENSMUSG00000024190	ENSMUSG00000024190.7
ENSMUST00000235532.1	ENSMUSG00000024190	ENSMUSG00000024190.7
ENSMUST00000101627.4	ENSMUSG00000073234	ENSMUSG00000073234.4
ENSMUST00000162645.7	ENSMUSG00000007817	ENSMUSG00000007817.15
ENSMUST00000007961.14	ENSMUSG00000007817	ENSMUSG00000007817.15
ENSMUST00000057135.13	ENSMUSG00000090100	ENSMUSG00000090100.7
ENSMUST00000028740.10	ENSMUSG00000090100	ENSMUSG00000090100.7
ENSMUST00000143051.7	ENSMUSG00000090100	ENSMUSG00000090100.7
ENSMUST00000131389.1	ENSMUSG00000090100	ENSMUSG00000090100.7
ENSMUST00000085840.10	ENSMUSG00000090100	ENSMUSG00000090100.7
ENSMUST00000204763.2	ENSMUSG00000107648	ENSMUSG00000107648.4
ENSMUST00000219534.2	ENSMUSG00000042333	ENSMUSG00000042333.16
ENSMUST00000123514.7	ENSMUSG00000042333	ENSMUSG00000042333.16
ENSMUST00000152687.7	ENSMUSG00000042333	ENSMUSG00000042333.16
ENSMUST00000137803.7	ENSMUSG00000042333	ENSMUSG00000042333.16
ENSMUST00000145296.1	ENSMUSG00000042333	ENSMUSG00000042333.16
ENSMUST00000216460.1	ENSMUSG00000056853	ENSMUSG00000056853.3
ENSMUST00000071559.2	ENSMUSG00000056853	ENSMUSG00000056853.3
ENSMUST00000000964.5	ENSMUSG00000029844	ENSMUSG00000029844.9
ENSMUST00000120363.1	ENSMUSG00000029844	ENSMUSG00000029844.9
ENSMUST00000021632.4	ENSMUSG00000021211	ENSMUSG00000021211.4
ENSMUST00000019679.11	ENSMUSG00000002343	ENSMUSG00000002343.11
ENSMUST00000130319.1	ENSMUSG00000002343	ENSMUSG00000002343.11
ENSMUST00000105971.7	ENSMUSG00000031097	ENSMUSG00000031097.15
ENSMUST00000145287.7	ENSMUSG00000031097	ENSMUSG00000031097.15
ENSMUST00000149529.7	ENSMUSG00000031097	ENSMUSG00000031097.15
ENSMUST00000210239.1	ENSMUSG00000031097	ENSMUSG00000031097.15
ENSMUST00000105973.2	ENSMUSG00000031097	ENSMUSG00000031097.15
ENSMUST00000017348.2	ENSMUSG00000017204	ENSMUSG00000017204.4
ENSMUST00000010049.5	ENSMUSG00000009905	ENSMUSG00000009905.5
ENSMUST00000136312.1	ENSMUSG00000008348	ENSMUSG00000008348.9
ENSMUST00000156249.1	ENSMUSG00000008348	ENSMUSG00000008348.9
ENSMUST00000108707.2	ENSMUSG00000008348	ENSMUSG00000008348.9
ENSMUST00000073939.12	ENSMUSG00000006386	ENSMUSG00000006386.15
ENSMUST00000102798.7	ENSMUSG00000006386	ENSMUSG00000006386.15
ENSMUST00000071168.5	ENSMUSG00000006386	ENSMUSG00000006386.15
ENSMUST00000030535.3	ENSMUSG00000028755	ENSMUSG00000028755.3
ENSMUST00000094632.5	ENSMUSG00000070699	ENSMUSG00000070699.5
ENSMUST00000058879.7	ENSMUSG00000074121	ENSMUSG00000074121.3
ENSMUST00000210347.1	ENSMUSG00000074121	ENSMUSG00000074121.3
ENSMUST00000092672.5	ENSMUSG00000069712	ENSMUSG00000069712.5
ENSMUST00000140592.7	ENSMUSG00000026810	ENSMUSG00000026810.12
ENSMUST00000028151.6	ENSMUSG00000026810	ENSMUSG00000026810.12
ENSMUST00000174641.7	ENSMUSG00000041444	ENSMUSG00000041444.14
ENSMUST00000182310.1	ENSMUSG00000041444	ENSMUSG00000041444.14
ENSMUST00000182802.7	ENSMUSG00000041444	ENSMUSG00000041444.14
ENSMUST00000168954.8	ENSMUSG00000041444	ENSMUSG00000041444.14
ENSMUST00000183121.1	ENSMUSG00000041444	ENSMUSG00000041444.14
ENSMUST00000061938.13	ENSMUSG00000057534	ENSMUSG00000057534.13
ENSMUST00000121228.1	ENSMUSG00000057534	ENSMUSG00000057534.13
ENSMUST00000082339.3	ENSMUSG00000057534	ENSMUSG00000057534.13
ENSMUST00000212549.1	ENSMUSG00000079038	ENSMUSG00000079038.3
ENSMUST00000078257.6	ENSMUSG00000079038	ENSMUSG00000079038.3
ENSMUST00000110491.8	ENSMUSG00000004344	ENSMUSG00000004344.12
ENSMUST00000033050.4	ENSMUSG00000030787	ENSMUSG00000030787.4
ENSMUST00000021714.8	ENSMUSG00000021286	ENSMUSG00000021286.8
ENSMUST00000223211.1	ENSMUSG00000021286	ENSMUSG00000021286.8
ENSMUST00000222843.1	ENSMUSG00000021286	ENSMUSG00000021286.8
ENSMUST00000221375.1	ENSMUSG00000021286	ENSMUSG00000021286.8
ENSMUST00000220616.1	ENSMUSG00000021286	ENSMUSG00000021286.8
ENSMUST00000032327.13	ENSMUSG00000030205	ENSMUSG00000030205.15
ENSMUST00000111922.1	ENSMUSG00000030205	ENSMUSG00000030205.15
ENSMUST00000209505.1	ENSMUSG00000061079	ENSMUSG00000061079.14
ENSMUST00000211798.1	ENSMUSG00000061079	ENSMUSG00000061079.14
ENSMUST00000084727.10	ENSMUSG00000061079	ENSMUSG00000061079.14
ENSMUST00000169638.3	ENSMUSG00000061079	ENSMUSG00000061079.14
ENSMUST00000192382.5	ENSMUSG00000095028	ENSMUSG00000095028.6
ENSMUST00000091319.6	ENSMUSG00000095028	ENSMUSG00000095028.6
ENSMUST00000195778.2	ENSMUSG00000095028	ENSMUSG00000095028.6
ENSMUST00000172821.3	ENSMUSG00000006270	ENSMUSG00000006270.7
ENSMUST00000012798.13	ENSMUSG00000039013	ENSMUSG00000039013.16
ENSMUST00000122423.7	ENSMUSG00000039013	ENSMUSG00000039013.16
ENSMUST00000206299.1	ENSMUSG00000039013	ENSMUSG00000039013.16
ENSMUST00000121494.1	ENSMUSG00000039013	ENSMUSG00000039013.16
ENSMUST00000072393.8	ENSMUSG00000031174	ENSMUSG00000031174.17
ENSMUST00000115534.7	ENSMUSG00000031174	ENSMUSG00000031174.17
ENSMUST00000044598.12	ENSMUSG00000031174	ENSMUSG00000031174.17
ENSMUST00000073392.10	ENSMUSG00000031174	ENSMUSG00000031174.17
ENSMUST00000115533.7	ENSMUSG00000031174	ENSMUSG00000031174.17
ENSMUST00000115532.1	ENSMUSG00000031174	ENSMUSG00000031174.17
ENSMUST00000029673.9	ENSMUSG00000028039	ENSMUSG00000028039.11
ENSMUST00000200436.1	ENSMUSG00000028039	ENSMUSG00000028039.11
ENSMUST00000188637.1	ENSMUSG00000093927	ENSMUSG00000093927.2
ENSMUST00000179629.1	ENSMUSG00000093927	ENSMUSG00000093927.2
ENSMUST00000125728.7	ENSMUSG00000030116	ENSMUSG00000030116.14
ENSMUST00000032210.13	ENSMUSG00000030116	ENSMUSG00000030116.14
ENSMUST00000148517.7	ENSMUSG00000030116	ENSMUSG00000030116.14
ENSMUST00000118626.7	ENSMUSG00000030116	ENSMUSG00000030116.14
ENSMUST00000142896.7	ENSMUSG00000030116	ENSMUSG00000030116.14
ENSMUST00000121656.1	ENSMUSG00000030116	ENSMUSG00000030116.14
ENSMUST00000039374.8	ENSMUSG00000035967	ENSMUSG00000035967.15
ENSMUST00000101553.8	ENSMUSG00000035967	ENSMUSG00000035967.15
ENSMUST00000143142.7	ENSMUSG00000035967	ENSMUSG00000035967.15
ENSMUST00000142624.1	ENSMUSG00000035967	ENSMUSG00000035967.15
ENSMUST00000186445.6	ENSMUSG00000035967	ENSMUSG00000035967.15
ENSMUST00000080123.1	ENSMUSG00000063129	ENSMUSG00000063129.1
ENSMUST00000065224.7	ENSMUSG00000024553	ENSMUSG00000024553.8
ENSMUST00000166376.8	ENSMUSG00000060572	ENSMUSG00000060572.17
ENSMUST00000071977.8	ENSMUSG00000060572	ENSMUSG00000060572.17
ENSMUST00000204515.2	ENSMUSG00000107748	ENSMUSG00000107748.4
ENSMUST00000130372.2	ENSMUSG00000079168	ENSMUSG00000079168.4
ENSMUST00000051857.4	ENSMUSG00000045440	ENSMUSG00000045440.4
ENSMUST00000030081.1	ENSMUSG00000028386	ENSMUSG00000028386.1
ENSMUST00000221216.1	ENSMUSG00000020963	ENSMUSG00000020963.15
ENSMUST00000021346.13	ENSMUSG00000020963	ENSMUSG00000020963.15
ENSMUST00000021343.7	ENSMUSG00000020963	ENSMUSG00000020963.15
ENSMUST00000186437.1	ENSMUSG00000020963	ENSMUSG00000020963.15
ENSMUST00000213579.1	ENSMUSG00000059762	ENSMUSG00000059762.4
ENSMUST00000082131.3	ENSMUSG00000059762	ENSMUSG00000059762.4
ENSMUST00000030902.12	ENSMUSG00000039410	ENSMUSG00000039410.16
ENSMUST00000105637.7	ENSMUSG00000039410	ENSMUSG00000039410.16
ENSMUST00000070313.13	ENSMUSG00000039410	ENSMUSG00000039410.16
ENSMUST00000105636.7	ENSMUSG00000039410	ENSMUSG00000039410.16
ENSMUST00000105638.8	ENSMUSG00000039410	ENSMUSG00000039410.16
ENSMUST00000097759.8	ENSMUSG00000039410	ENSMUSG00000039410.16
ENSMUST00000124771.1	ENSMUSG00000039410	ENSMUSG00000039410.16
ENSMUST00000035721.13	ENSMUSG00000039449	ENSMUSG00000039449.14
ENSMUST00000152362.6	ENSMUSG00000039449	ENSMUSG00000039449.14
ENSMUST00000192470.1	ENSMUSG00000039449	ENSMUSG00000039449.14
ENSMUST00000112999.7	ENSMUSG00000073616	ENSMUSG00000073616.10
ENSMUST00000097642.3	ENSMUSG00000073616	ENSMUSG00000073616.10
ENSMUST00000100969.8	ENSMUSG00000018570	ENSMUSG00000018570.17
ENSMUST00000108621.8	ENSMUSG00000018570	ENSMUSG00000018570.17
ENSMUST00000018714.12	ENSMUSG00000018570	ENSMUSG00000018570.17
ENSMUST00000102580.9	ENSMUSG00000018570	ENSMUSG00000018570.17
ENSMUST00000128046.1	ENSMUSG00000018570	ENSMUSG00000018570.17
ENSMUST00000164064.1	ENSMUSG00000090451	ENSMUSG00000090451.1
ENSMUST00000063031.3	ENSMUSG00000050198	ENSMUSG00000050198.4
