Transcript stable ID version	Gene stable ID	Gene stable ID version
ENSMUST00000082421.1	ENSMUSG00000064370	ENSMUSG00000064370.1
ENSMUST00000082419.1	ENSMUSG00000064368	ENSMUSG00000064368.1
ENSMUST00000082418.1	ENSMUSG00000064367	ENSMUSG00000064367.1
ENSMUST00000082414.1	ENSMUSG00000064363	ENSMUSG00000064363.1
ENSMUST00000084013.1	ENSMUSG00000065947	ENSMUSG00000065947.3
ENSMUST00000082411.1	ENSMUSG00000064360	ENSMUSG00000064360.1
ENSMUST00000082409.1	ENSMUSG00000064358	ENSMUSG00000064358.1
ENSMUST00000082408.1	ENSMUSG00000064357	ENSMUSG00000064357.1
ENSMUST00000082407.1	ENSMUSG00000064356	ENSMUSG00000064356.3
ENSMUST00000082405.1	ENSMUSG00000064354	ENSMUSG00000064354.1
ENSMUST00000082402.1	ENSMUSG00000064351	ENSMUSG00000064351.1
ENSMUST00000082396.1	ENSMUSG00000064345	ENSMUSG00000064345.1
ENSMUST00000082392.1	ENSMUSG00000064341	ENSMUSG00000064341.1
ENSMUST00000104928.1	ENSMUSG00000078129	ENSMUSG00000078129.3
ENSMUST00000179532.1	ENSMUSG00000094391	ENSMUSG00000094391.1
ENSMUST00000177905.1	ENSMUSG00000093828	ENSMUSG00000093828.7
ENSMUST00000107987.9	ENSMUSG00000093828	ENSMUSG00000093828.7
ENSMUST00000111423.2	ENSMUSG00000079222	ENSMUSG00000079222.2
ENSMUST00000178318.1	ENSMUSG00000095763	ENSMUSG00000095763.1
ENSMUST00000073468.4	ENSMUSG00000116179	ENSMUSG00000116179.1
ENSMUST00000179623.1	ENSMUSG00000096850	ENSMUSG00000096850.1
ENSMUST00000178992.1	ENSMUSG00000094958	ENSMUSG00000094958.1
ENSMUST00000115928.2	ENSMUSG00000094799	ENSMUSG00000094799.1
ENSMUST00000099050.3	ENSMUSG00000074564	ENSMUSG00000074564.3
ENSMUST00000109160.2	ENSMUSG00000078912	ENSMUSG00000078912.2
ENSMUST00000078827.2	ENSMUSG00000062783	ENSMUSG00000062783.2
ENSMUST00000178291.1	ENSMUSG00000094741	ENSMUSG00000094741.1
ENSMUST00000108743.1	ENSMUSG00000078840	ENSMUSG00000078840.1
ENSMUST00000177665.1	ENSMUSG00000094030	ENSMUSG00000094030.1
ENSMUST00000092094.1	ENSMUSG00000069475	ENSMUSG00000069475.1
ENSMUST00000179211.1	ENSMUSG00000095250	ENSMUSG00000095250.1
ENSMUST00000179075.1	ENSMUSG00000095585	ENSMUSG00000095585.1
ENSMUST00000178882.1	ENSMUSG00000094293	ENSMUSG00000094293.1
ENSMUST00000177565.1	ENSMUSG00000096237	ENSMUSG00000096237.1
ENSMUST00000169859.1	ENSMUSG00000091731	ENSMUSG00000091731.1
ENSMUST00000112755.2	ENSMUSG00000079374	ENSMUSG00000079374.2
ENSMUST00000178898.1	ENSMUSG00000096240	ENSMUSG00000096240.1
ENSMUST00000177582.1	ENSMUSG00000094474	ENSMUSG00000094474.1
ENSMUST00000163881.1	ENSMUSG00000090853	ENSMUSG00000090853.1
ENSMUST00000115821.2	ENSMUSG00000073682	ENSMUSG00000073682.3
ENSMUST00000177817.1	ENSMUSG00000095280	ENSMUSG00000095280.1
ENSMUST00000171980.1	ENSMUSG00000092047	ENSMUSG00000092047.1
ENSMUST00000168292.1	ENSMUSG00000090625	ENSMUSG00000090625.1
ENSMUST00000177783.1	ENSMUSG00000096776	ENSMUSG00000096776.1
ENSMUST00000063574.6	ENSMUSG00000015126	ENSMUSG00000015126.9
ENSMUST00000085094.3	ENSMUSG00000066378	ENSMUSG00000066378.3
ENSMUST00000181745.1	ENSMUSG00000096930	ENSMUSG00000096930.1
ENSMUST00000089098.1	ENSMUSG00000068068	ENSMUSG00000068068.1
ENSMUST00000171515.1	ENSMUSG00000092157	ENSMUSG00000092157.1
ENSMUST00000038973.6	ENSMUSG00000035521	ENSMUSG00000035521.13
ENSMUST00000115154.10	ENSMUSG00000035521	ENSMUSG00000035521.13
ENSMUST00000180542.1	ENSMUSG00000096968	ENSMUSG00000096968.1
ENSMUST00000115904.3	ENSMUSG00000096506	ENSMUSG00000096506.1
ENSMUST00000167981.2	ENSMUSG00000091347	ENSMUSG00000091347.2
ENSMUST00000179133.1	ENSMUSG00000095470	ENSMUSG00000095470.1
ENSMUST00000098874.3	ENSMUSG00000096463	ENSMUSG00000096463.1
ENSMUST00000180119.1	ENSMUSG00000094728	ENSMUSG00000094728.1
ENSMUST00000050753.3	ENSMUSG00000045506	ENSMUSG00000045506.3
ENSMUST00000167618.1	ENSMUSG00000091096	ENSMUSG00000091096.1
ENSMUST00000107486.1	ENSMUSG00000078677	ENSMUSG00000078677.1
ENSMUST00000099684.3	ENSMUSG00000075015	ENSMUSG00000075015.3
ENSMUST00000096511.4	ENSMUSG00000095316	ENSMUSG00000095316.1
ENSMUST00000099245.1	ENSMUSG00000074720	ENSMUSG00000074720.1
ENSMUST00000100848.2	ENSMUSG00000072693	ENSMUSG00000072693.2
ENSMUST00000177921.1	ENSMUSG00000096808	ENSMUSG00000096808.1
ENSMUST00000086238.2	ENSMUSG00000066810	ENSMUSG00000066810.2
ENSMUST00000179253.1	ENSMUSG00000095456	ENSMUSG00000095456.1
ENSMUST00000105596.1	ENSMUSG00000078488	ENSMUSG00000078488.1
ENSMUST00000110441.1	ENSMUSG00000079061	ENSMUSG00000079061.3
ENSMUST00000169818.2	ENSMUSG00000091306	ENSMUSG00000091306.2
ENSMUST00000177979.1	ENSMUSG00000096244	ENSMUSG00000096244.1
ENSMUST00000026239.6	ENSMUSG00000025218	ENSMUSG00000025218.6
ENSMUST00000113257.1	ENSMUSG00000079439	ENSMUSG00000079439.1
ENSMUST00000178050.1	ENSMUSG00000095759	ENSMUSG00000095759.1
ENSMUST00000178296.1	ENSMUSG00000096728	ENSMUSG00000096728.1
ENSMUST00000112589.2	ENSMUSG00000079353	ENSMUSG00000079353.2
ENSMUST00000077235.3	ENSMUSG00000063897	ENSMUSG00000063897.3
ENSMUST00000177668.1	ENSMUSG00000095076	ENSMUSG00000095076.1
ENSMUST00000164042.2	ENSMUSG00000090353	ENSMUSG00000090353.2
ENSMUST00000179972.1	ENSMUSG00000095570	ENSMUSG00000095570.1
ENSMUST00000179700.1	ENSMUSG00000094887	ENSMUSG00000094887.1
ENSMUST00000151376.2	ENSMUSG00000091028	ENSMUSG00000091028.1
ENSMUST00000178970.7	ENSMUSG00000096730	ENSMUSG00000096730.7
ENSMUST00000099422.4	ENSMUSG00000096730	ENSMUSG00000096730.7
ENSMUST00000096791.11	ENSMUSG00000096730	ENSMUSG00000096730.7
ENSMUST00000071277.13	ENSMUSG00000096730	ENSMUSG00000096730.7
ENSMUST00000179115.1	ENSMUSG00000096730	ENSMUSG00000096730.7
ENSMUST00000178559.1	ENSMUSG00000096120	ENSMUSG00000096120.1
ENSMUST00000179056.1	ENSMUSG00000095693	ENSMUSG00000095693.1
ENSMUST00000093494.5	ENSMUSG00000070023	ENSMUSG00000070023.5
ENSMUST00000177616.1	ENSMUSG00000095346	ENSMUSG00000095346.1
ENSMUST00000167421.1	ENSMUSG00000090805	ENSMUSG00000090805.1
ENSMUST00000099556.1	ENSMUSG00000074922	ENSMUSG00000074922.1
ENSMUST00000178603.1	ENSMUSG00000095672	ENSMUSG00000095672.1
ENSMUST00000155807.2	ENSMUSG00000096201	ENSMUSG00000096201.1
ENSMUST00000177969.1	ENSMUSG00000096201	ENSMUSG00000096201.1
ENSMUST00000092165.4	ENSMUSG00000069518	ENSMUSG00000069518.5
ENSMUST00000171360.2	ENSMUSG00000063277	ENSMUSG00000063277.7
ENSMUST00000178723.1	ENSMUSG00000096646	ENSMUSG00000096646.1
ENSMUST00000111844.1	ENSMUSG00000079264	ENSMUSG00000079264.1
ENSMUST00000166589.1	ENSMUSG00000092123	ENSMUSG00000092123.1
ENSMUST00000178428.1	ENSMUSG00000093883	ENSMUSG00000093883.1
ENSMUST00000088080.2	ENSMUSG00000067627	ENSMUSG00000067627.2
ENSMUST00000179140.7	ENSMUSG00000094337	ENSMUSG00000094337.7
ENSMUST00000164489.2	ENSMUSG00000094337	ENSMUSG00000094337.7
ENSMUST00000097490.4	ENSMUSG00000094836	ENSMUSG00000094836.1
ENSMUST00000002733.6	ENSMUSG00000002658	ENSMUSG00000002658.9
ENSMUST00000114890.2	ENSMUSG00000079600	ENSMUSG00000079600.2
ENSMUST00000165700.1	ENSMUSG00000091041	ENSMUSG00000091041.1
ENSMUST00000179240.1	ENSMUSG00000095623	ENSMUSG00000095623.1
ENSMUST00000177826.1	ENSMUSG00000116166	ENSMUSG00000116166.1
ENSMUST00000180521.1	ENSMUSG00000097221	ENSMUSG00000097221.1
ENSMUST00000166899.2	ENSMUSG00000094856	ENSMUSG00000094856.1
ENSMUST00000179470.1	ENSMUSG00000094462	ENSMUSG00000094462.1
ENSMUST00000115931.2	ENSMUSG00000079794	ENSMUSG00000079794.2
ENSMUST00000164667.1	ENSMUSG00000092124	ENSMUSG00000092124.1
ENSMUST00000177991.1	ENSMUSG00000096680	ENSMUSG00000096680.1
ENSMUST00000118540.2	ENSMUSG00000094661	ENSMUSG00000094661.1
ENSMUST00000112062.1	ENSMUSG00000079286	ENSMUSG00000079286.1
ENSMUST00000085330.4	ENSMUSG00000073291	ENSMUSG00000073291.3
ENSMUST00000177853.1	ENSMUSG00000096236	ENSMUSG00000096236.1
ENSMUST00000177579.1	ENSMUSG00000096885	ENSMUSG00000096885.1
ENSMUST00000178569.1	ENSMUSG00000095019	ENSMUSG00000095019.1
ENSMUST00000085949.4	ENSMUSG00000090889	ENSMUSG00000090889.1
ENSMUST00000105038.2	ENSMUSG00000078240	ENSMUSG00000078240.2
ENSMUST00000023262.5	ENSMUSG00000022591	ENSMUSG00000022591.5
ENSMUST00000179900.1	ENSMUSG00000096819	ENSMUSG00000096819.1
ENSMUST00000179644.1	ENSMUSG00000095552	ENSMUSG00000095552.1
ENSMUST00000178519.1	ENSMUSG00000095462	ENSMUSG00000095462.1
ENSMUST00000066954.1	ENSMUSG00000054116	ENSMUSG00000054116.1
ENSMUST00000076791.3	ENSMUSG00000116184	ENSMUSG00000116184.1
ENSMUST00000079663.6	ENSMUSG00000058932	ENSMUSG00000058932.6
ENSMUST00000178391.1	ENSMUSG00000096597	ENSMUSG00000096597.1
ENSMUST00000027736.12	ENSMUSG00000116275	ENSMUSG00000116275.1
ENSMUST00000113255.1	ENSMUSG00000079438	ENSMUSG00000079438.1
ENSMUST00000178689.1	ENSMUSG00000094227	ENSMUSG00000094227.1
ENSMUST00000165626.1	ENSMUSG00000091195	ENSMUSG00000091195.1
ENSMUST00000166227.2	ENSMUSG00000090441	ENSMUSG00000090441.2
ENSMUST00000180627.1	ENSMUSG00000096949	ENSMUSG00000096949.1
ENSMUST00000104994.2	ENSMUSG00000078197	ENSMUSG00000078197.2
ENSMUST00000106852.1	ENSMUSG00000078620	ENSMUSG00000078620.1
ENSMUST00000067987.1	ENSMUSG00000054745	ENSMUSG00000054745.1
ENSMUST00000178765.1	ENSMUSG00000096271	ENSMUSG00000096271.1
ENSMUST00000179146.1	ENSMUSG00000095728	ENSMUSG00000095728.1
ENSMUST00000180105.1	ENSMUSG00000094296	ENSMUSG00000094296.1
ENSMUST00000112956.1	ENSMUSG00000079416	ENSMUSG00000079416.1
ENSMUST00000165358.1	ENSMUSG00000091109	ENSMUSG00000091109.1
ENSMUST00000168858.1	ENSMUSG00000079333	ENSMUSG00000079333.3
ENSMUST00000178312.1	ENSMUSG00000094472	ENSMUSG00000094472.1
ENSMUST00000110225.1	ENSMUSG00000079039	ENSMUSG00000079039.1
ENSMUST00000170892.1	ENSMUSG00000091441	ENSMUSG00000091441.1
ENSMUST00000179355.1	ENSMUSG00000094939	ENSMUSG00000094939.1
ENSMUST00000179346.1	ENSMUSG00000095993	ENSMUSG00000095993.1
ENSMUST00000075573.6	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000177601.1	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000177875.7	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000179982.1	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000099051.10	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000099042.3	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000179264.1	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000179839.7	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000099056.3	ENSMUSG00000095891	ENSMUSG00000095891.7
ENSMUST00000178837.1	ENSMUSG00000095755	ENSMUSG00000095755.1
ENSMUST00000166353.1	ENSMUSG00000090408	ENSMUSG00000090408.1
ENSMUST00000177676.1	ENSMUSG00000094404	ENSMUSG00000094404.1
ENSMUST00000110576.3	ENSMUSG00000094303	ENSMUSG00000094303.1
ENSMUST00000178907.1	ENSMUSG00000095330	ENSMUSG00000095330.1
ENSMUST00000178335.1	ENSMUSG00000095505	ENSMUSG00000095505.1
ENSMUST00000178645.1	ENSMUSG00000094514	ENSMUSG00000094514.1
ENSMUST00000113205.1	ENSMUSG00000079433	ENSMUSG00000079433.1
ENSMUST00000180303.1	ENSMUSG00000095523	ENSMUSG00000095523.1
ENSMUST00000086274.2	ENSMUSG00000073290	ENSMUSG00000073290.1
ENSMUST00000106703.1	ENSMUSG00000078604	ENSMUSG00000078604.1
ENSMUST00000098585.3	ENSMUSG00000074210	ENSMUSG00000074210.3
ENSMUST00000179436.1	ENSMUSG00000095742	ENSMUSG00000095742.1
ENSMUST00000043484.7	ENSMUSG00000038555	ENSMUSG00000038555.7
ENSMUST00000115907.2	ENSMUSG00000079773	ENSMUSG00000079773.2
ENSMUST00000099666.2	ENSMUSG00000075006	ENSMUSG00000075006.2
ENSMUST00000096862.4	ENSMUSG00000079800	ENSMUSG00000079800.2
ENSMUST00000086887.1	ENSMUSG00000067085	ENSMUSG00000067085.1
ENSMUST00000089304.1	ENSMUSG00000068181	ENSMUSG00000068181.1
ENSMUST00000096145.4	ENSMUSG00000071586	ENSMUSG00000071586.4
ENSMUST00000167906.2	ENSMUSG00000090592	ENSMUSG00000090592.2
ENSMUST00000181545.1	ENSMUSG00000096923	ENSMUSG00000096923.1
ENSMUST00000106431.1	ENSMUSG00000078590	ENSMUSG00000078590.1
ENSMUST00000026256.8	ENSMUSG00000025226	ENSMUSG00000025226.11
ENSMUST00000177667.1	ENSMUSG00000025226	ENSMUSG00000025226.11
ENSMUST00000179880.1	ENSMUSG00000094507	ENSMUSG00000094507.1
ENSMUST00000163472.2	ENSMUSG00000091604	ENSMUSG00000091604.2
ENSMUST00000166681.1	ENSMUSG00000092004	ENSMUSG00000092004.1
ENSMUST00000178641.1	ENSMUSG00000096736	ENSMUSG00000096736.1
ENSMUST00000072133.4	ENSMUSG00000067929	ENSMUSG00000067929.3
ENSMUST00000095186.2	ENSMUSG00000071036	ENSMUSG00000071036.2
ENSMUST00000177562.1	ENSMUSG00000095092	ENSMUSG00000095092.1
ENSMUST00000181321.1	ENSMUSG00000097854	ENSMUSG00000097854.1
ENSMUST00000181601.1	ENSMUSG00000097078	ENSMUSG00000097078.1
ENSMUST00000109987.1	ENSMUSG00000079016	ENSMUSG00000079016.1
ENSMUST00000097466.2	ENSMUSG00000073492	ENSMUSG00000073492.2
ENSMUST00000099418.2	ENSMUSG00000074837	ENSMUSG00000074837.2
ENSMUST00000099046.3	ENSMUSG00000095186	ENSMUSG00000095186.1
ENSMUST00000179284.1	ENSMUSG00000095769	ENSMUSG00000095769.1
ENSMUST00000080253.4	ENSMUSG00000116057	ENSMUSG00000116057.1
ENSMUST00000179522.1	ENSMUSG00000094161	ENSMUSG00000094161.1
ENSMUST00000178750.1	ENSMUSG00000096083	ENSMUSG00000096083.1
ENSMUST00000081471.2	ENSMUSG00000063905	ENSMUSG00000063905.2
ENSMUST00000178337.1	ENSMUSG00000096550	ENSMUSG00000096550.1
ENSMUST00000178327.1	ENSMUSG00000094855	ENSMUSG00000094855.1
ENSMUST00000051100.6	ENSMUSG00000051412	ENSMUSG00000051412.6
ENSMUST00000178081.1	ENSMUSG00000096873	ENSMUSG00000096873.1
ENSMUST00000087348.3	ENSMUSG00000067292	ENSMUSG00000067292.3
ENSMUST00000179715.1	ENSMUSG00000094915	ENSMUSG00000094915.1
ENSMUST00000178832.1	ENSMUSG00000094487	ENSMUSG00000094487.1
ENSMUST00000180040.1	ENSMUSG00000094911	ENSMUSG00000094911.1
ENSMUST00000178024.1	ENSMUSG00000094127	ENSMUSG00000094127.1
ENSMUST00000179627.1	ENSMUSG00000094350	ENSMUSG00000094350.1
ENSMUST00000098592.2	ENSMUSG00000074215	ENSMUSG00000074215.2
ENSMUST00000007433.4	ENSMUSG00000116158	ENSMUSG00000116158.1
ENSMUST00000178033.4	ENSMUSG00000116158	ENSMUSG00000116158.1
ENSMUST00000086549.1	ENSMUSG00000066938	ENSMUSG00000066938.1
ENSMUST00000098935.1	ENSMUSG00000074473	ENSMUSG00000074473.1
ENSMUST00000178039.1	ENSMUSG00000094168	ENSMUSG00000094168.1
ENSMUST00000179219.1	ENSMUSG00000095879	ENSMUSG00000095879.1
ENSMUST00000043711.8	ENSMUSG00000063656	ENSMUSG00000063656.6
ENSMUST00000179544.1	ENSMUSG00000094962	ENSMUSG00000094962.1
ENSMUST00000099049.3	ENSMUSG00000095547	ENSMUSG00000095547.1
ENSMUST00000179272.1	ENSMUSG00000095547	ENSMUSG00000095547.1
ENSMUST00000099047.3	ENSMUSG00000095547	ENSMUSG00000095547.1
ENSMUST00000115822.1	ENSMUSG00000079740	ENSMUSG00000079740.1
ENSMUST00000178787.1	ENSMUSG00000096734	ENSMUSG00000096734.1
ENSMUST00000179935.1	ENSMUSG00000094576	ENSMUSG00000094576.1
ENSMUST00000099683.1	ENSMUSG00000075014	ENSMUSG00000075014.1
ENSMUST00000111214.3	ENSMUSG00000073489	ENSMUSG00000073489.6
ENSMUST00000034713.8	ENSMUSG00000032193	ENSMUSG00000032193.9
ENSMUST00000213114.1	ENSMUSG00000032193	ENSMUSG00000032193.9
ENSMUST00000121598.7	ENSMUSG00000032079	ENSMUSG00000032079.12
ENSMUST00000214202.1	ENSMUSG00000032079	ENSMUSG00000032079.12
ENSMUST00000215458.1	ENSMUSG00000032079	ENSMUSG00000032079.12
ENSMUST00000215187.1	ENSMUSG00000032079	ENSMUSG00000032079.12
ENSMUST00000213878.1	ENSMUSG00000032079	ENSMUSG00000032079.12
ENSMUST00000034584.3	ENSMUSG00000032079	ENSMUSG00000032079.12
ENSMUST00000208183.2	ENSMUSG00000051590	ENSMUSG00000051590.10
ENSMUST00000238383.1	ENSMUSG00000051590	ENSMUSG00000051590.10
ENSMUST00000189398.7	ENSMUSG00000051590	ENSMUSG00000051590.10
ENSMUST00000191333.7	ENSMUSG00000051590	ENSMUSG00000051590.10
ENSMUST00000187653.7	ENSMUSG00000051590	ENSMUSG00000051590.10
ENSMUST00000061512.4	ENSMUSG00000051590	ENSMUSG00000051590.10
ENSMUST00000229130.1	ENSMUSG00000042622	ENSMUSG00000042622.14
ENSMUST00000096350.10	ENSMUSG00000042622	ENSMUSG00000042622.14
ENSMUST00000163691.2	ENSMUSG00000042622	ENSMUSG00000042622.14
ENSMUST00000229285.1	ENSMUSG00000042622	ENSMUSG00000042622.14
ENSMUST00000038174.7	ENSMUSG00000039720	ENSMUSG00000039720.7
ENSMUST00000209299.1	ENSMUSG00000039720	ENSMUSG00000039720.7
ENSMUST00000074615.6	ENSMUSG00000096486	ENSMUSG00000096486.1
ENSMUST00000192664.5	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000195717.5	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000194727.5	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000192927.5	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000192991.1	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000194371.1	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000192961.5	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000194263.2	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000057037.12	ENSMUSG00000057335	ENSMUSG00000057335.11
ENSMUST00000025663.7	ENSMUSG00000024754	ENSMUSG00000024754.13
ENSMUST00000237802.1	ENSMUSG00000024754	ENSMUSG00000024754.13
ENSMUST00000096194.8	ENSMUSG00000024754	ENSMUSG00000024754.13
ENSMUST00000113627.3	ENSMUSG00000079480	ENSMUSG00000079480.3
ENSMUST00000029007.2	ENSMUSG00000027505	ENSMUSG00000027505.2
ENSMUST00000044730.11	ENSMUSG00000038437	ENSMUSG00000038437.11
ENSMUST00000107586.2	ENSMUSG00000038437	ENSMUSG00000038437.11
ENSMUST00000222588.1	ENSMUSG00000021585	ENSMUSG00000021585.10
ENSMUST00000223206.1	ENSMUSG00000021585	ENSMUSG00000021585.10
ENSMUST00000223033.1	ENSMUSG00000021585	ENSMUSG00000021585.10
ENSMUST00000223126.1	ENSMUSG00000021585	ENSMUSG00000021585.10
ENSMUST00000065629.5	ENSMUSG00000021585	ENSMUSG00000021585.10
ENSMUST00000220738.1	ENSMUSG00000021585	ENSMUSG00000021585.10
ENSMUST00000223309.1	ENSMUSG00000021585	ENSMUSG00000021585.10
ENSMUST00000231578.1	ENSMUSG00000021585	ENSMUSG00000021585.10
ENSMUST00000017975.6	ENSMUSG00000017831	ENSMUSG00000017831.8
ENSMUST00000031653.11	ENSMUSG00000029648	ENSMUSG00000029648.13
ENSMUST00000110529.5	ENSMUSG00000029648	ENSMUSG00000029648.13
ENSMUST00000001547.7	ENSMUSG00000001506	ENSMUSG00000001506.10
ENSMUST00000033597.8	ENSMUSG00000031245	ENSMUSG00000031245.8
ENSMUST00000056904.2	ENSMUSG00000051220	ENSMUSG00000051220.2
ENSMUST00000058229.5	ENSMUSG00000046049	ENSMUSG00000046049.7
ENSMUST00000111321.7	ENSMUSG00000005681	ENSMUSG00000005681.12
ENSMUST00000005824.11	ENSMUSG00000005681	ENSMUSG00000005681.12
ENSMUST00000111320.7	ENSMUSG00000005681	ENSMUSG00000005681.12
ENSMUST00000111319.1	ENSMUSG00000005681	ENSMUSG00000005681.12
ENSMUST00000232886.1	ENSMUSG00000090774	ENSMUSG00000090774.2
ENSMUST00000232758.1	ENSMUSG00000090774	ENSMUSG00000090774.2
ENSMUST00000166355.2	ENSMUSG00000090774	ENSMUSG00000090774.2
ENSMUST00000043296.9	ENSMUSG00000037544	ENSMUSG00000037544.14
ENSMUST00000177822.1	ENSMUSG00000037544	ENSMUSG00000037544.14
ENSMUST00000180299.7	ENSMUSG00000037544	ENSMUSG00000037544.14
ENSMUST00000111778.3	ENSMUSG00000037544	ENSMUSG00000037544.14
ENSMUST00000056198.3	ENSMUSG00000044957	ENSMUSG00000044957.3
ENSMUST00000079413.10	ENSMUSG00000024222	ENSMUSG00000024222.17
ENSMUST00000114792.7	ENSMUSG00000024222	ENSMUSG00000024222.17
ENSMUST00000233102.1	ENSMUSG00000024222	ENSMUSG00000024222.17
ENSMUST00000233870.1	ENSMUSG00000024222	ENSMUSG00000024222.17
ENSMUST00000153744.1	ENSMUSG00000024222	ENSMUSG00000024222.17
ENSMUST00000233291.1	ENSMUSG00000024222	ENSMUSG00000024222.17
ENSMUST00000177939.7	ENSMUSG00000024222	ENSMUSG00000024222.17
ENSMUST00000033683.7	ENSMUSG00000031320	ENSMUSG00000031320.9
ENSMUST00000063641.10	ENSMUSG00000051989	ENSMUSG00000051989.11
ENSMUST00000118064.1	ENSMUSG00000051989	ENSMUSG00000051989.11
ENSMUST00000067853.5	ENSMUSG00000054675	ENSMUSG00000054675.5
ENSMUST00000160374.1	ENSMUSG00000054675	ENSMUSG00000054675.5
ENSMUST00000029653.6	ENSMUSG00000028017	ENSMUSG00000028017.7
ENSMUST00000197079.4	ENSMUSG00000028017	ENSMUSG00000028017.7
ENSMUST00000199615.4	ENSMUSG00000028017	ENSMUSG00000028017.7
ENSMUST00000067485.3	ENSMUSG00000054414	ENSMUSG00000054414.4
ENSMUST00000081978.9	ENSMUSG00000053897	ENSMUSG00000053897.15
ENSMUST00000029810.5	ENSMUSG00000053897	ENSMUSG00000053897.15
ENSMUST00000167390.7	ENSMUSG00000053897	ENSMUSG00000053897.15
ENSMUST00000180196.7	ENSMUSG00000053897	ENSMUSG00000053897.15
ENSMUST00000033598.8	ENSMUSG00000031246	ENSMUSG00000031246.14
ENSMUST00000064759.6	ENSMUSG00000014601	ENSMUSG00000014601.13
ENSMUST00000221240.1	ENSMUSG00000033854	ENSMUSG00000033854.10
ENSMUST00000110113.2	ENSMUSG00000033854	ENSMUSG00000033854.10
ENSMUST00000221305.1	ENSMUSG00000033854	ENSMUSG00000033854.10
ENSMUST00000162046.2	ENSMUSG00000094672	ENSMUSG00000094672.2
ENSMUST00000114873.7	ENSMUSG00000040276	ENSMUSG00000040276.15
ENSMUST00000045896.10	ENSMUSG00000040276	ENSMUSG00000040276.15
ENSMUST00000232437.1	ENSMUSG00000040276	ENSMUSG00000040276.15
ENSMUST00000231669.1	ENSMUSG00000040276	ENSMUSG00000040276.15
ENSMUST00000097360.2	ENSMUSG00000040276	ENSMUSG00000040276.15
ENSMUST00000231236.1	ENSMUSG00000040276	ENSMUSG00000040276.15
ENSMUST00000114872.8	ENSMUSG00000040276	ENSMUSG00000040276.15
ENSMUST00000060013.3	ENSMUSG00000048621	ENSMUSG00000048621.3
ENSMUST00000139259.1	ENSMUSG00000048621	ENSMUSG00000048621.3
ENSMUST00000010550.11	ENSMUSG00000010406	ENSMUSG00000010406.12
ENSMUST00000199195.2	ENSMUSG00000010406	ENSMUSG00000010406.12
ENSMUST00000196273.1	ENSMUSG00000010406	ENSMUSG00000010406.12
ENSMUST00000075095.6	ENSMUSG00000072780	ENSMUSG00000072780.3
ENSMUST00000233759.1	ENSMUSG00000072780	ENSMUSG00000072780.3
ENSMUST00000232985.1	ENSMUSG00000072780	ENSMUSG00000072780.3
ENSMUST00000067414.12	ENSMUSG00000009418	ENSMUSG00000009418.16
ENSMUST00000190298.7	ENSMUSG00000009418	ENSMUSG00000009418.16
ENSMUST00000189252.1	ENSMUSG00000009418	ENSMUSG00000009418.16
ENSMUST00000040599.14	ENSMUSG00000009418	ENSMUSG00000009418.16
ENSMUST00000020372.5	ENSMUSG00000020163	ENSMUSG00000020163.12
ENSMUST00000089452.5	ENSMUSG00000057346	ENSMUSG00000057346.12
ENSMUST00000081776.10	ENSMUSG00000057346	ENSMUSG00000057346.12
ENSMUST00000231161.1	ENSMUSG00000057346	ENSMUSG00000057346.12
ENSMUST00000022694.16	ENSMUSG00000022099	ENSMUSG00000022099.17
ENSMUST00000110984.3	ENSMUSG00000022099	ENSMUSG00000022099.17
ENSMUST00000228295.1	ENSMUSG00000022099	ENSMUSG00000022099.17
ENSMUST00000228001.1	ENSMUSG00000022099	ENSMUSG00000022099.17
ENSMUST00000228009.1	ENSMUSG00000022099	ENSMUSG00000022099.17
ENSMUST00000228824.1	ENSMUSG00000022099	ENSMUSG00000022099.17
ENSMUST00000226543.1	ENSMUSG00000022099	ENSMUSG00000022099.17
ENSMUST00000022695.15	ENSMUSG00000022099	ENSMUSG00000022099.17
ENSMUST00000177350.7	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000177483.7	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000175714.7	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000175752.7	ENSMUSG00000009585	ENSMUSG00000009585.18
ENSMUST00000176325.7	ENSMUSG00000009585	ENSMUSG00000009585.18
